sample_id,study,StressInflammation,IdentitySecretion,IsletDysfunctionScore,disease_group,cell_context
GSM631755,GSE25724,-0.786180621024411,0.43011376725084,-1.216294388275251,ND,islet_bulk
GSM631756,GSE25724,-0.7948270814834865,0.3691234290255885,-1.1639505105090748,ND,islet_bulk
GSM631757,GSE25724,-0.8645317020966421,1.7910265468135134,-2.6555582489101557,ND,islet_bulk
GSM631758,GSE25724,0.13385710363869321,-0.2067879469960236,0.34064505063471684,ND,islet_bulk
GSM631759,GSE25724,-0.349157112604081,-0.2839825696536526,-0.0651745429504284,ND,islet_bulk
GSM631760,GSE25724,-0.48386005595931614,0.034645782030385354,-0.5185058379897015,ND,islet_bulk
GSM631761,GSE25724,-0.6128252648400898,1.0589780020357942,-1.671803266875884,ND,islet_bulk
GSM631762,GSE25724,-0.030246787395975167,-0.4109471580360036,0.3807003706400285,T2D,islet_bulk
GSM631763,GSE25724,0.8887877618729403,-0.7055431877169963,1.5943309495899367,T2D,islet_bulk
GSM631764,GSE25724,0.923774123654495,-0.2526796295827565,1.1764537532372514,T2D,islet_bulk
GSM631765,GSE25724,0.8814808830054521,-0.41843669100676834,1.2999175740122204,T2D,islet_bulk
GSM631766,GSE25724,0.10095070374728837,-0.6087752662482275,0.7097259699955158,T2D,islet_bulk
GSM631767,GSE25724,0.9927780494851317,-0.796735077915693,1.7895131274008247,T2D,islet_bulk
