sample_id,study,StressInflammation,IdentitySecretion,IsletDysfunctionScore,disease_group,cell_context
GSM524151,GSE20966,-0.375926608287276,0.3260160605292432,-0.7019426688165191,ND,beta_cell_enriched
GSM524152,GSE20966,-0.364566092594298,0.5883472442522802,-0.9529133368465783,ND,beta_cell_enriched
GSM524153,GSE20966,-0.269540290160137,0.20310795122298891,-0.4726482413831259,ND,beta_cell_enriched
GSM524154,GSE20966,-0.1768247344137876,0.021278289066560034,-0.19810302348034764,ND,beta_cell_enriched
GSM524155,GSE20966,0.2089469005807519,-0.0682561207936497,0.2772030213744016,ND,beta_cell_enriched
GSM524156,GSE20966,0.009044072481174933,0.20031889077384268,-0.19127481829266774,ND,beta_cell_enriched
GSM524157,GSE20966,-0.17526506869187963,0.5805111643416514,-0.755776233033531,ND,beta_cell_enriched
GSM524158,GSE20966,-0.13433696390071587,1.0786341152107677,-1.2129710791114836,ND,beta_cell_enriched
GSM524159,GSE20966,-0.3283476487230319,0.7280544323829093,-1.0564020811059414,ND,beta_cell_enriched
GSM524160,GSE20966,-0.5075108276376717,0.5107364240428697,-1.0182472516805414,ND,beta_cell_enriched
GSM524161,GSE20966,0.31579080630142886,-0.11073735091251444,0.4265281572139433,T2D,beta_cell_enriched
GSM524162,GSE20966,0.6234477070493154,-0.6724647654338739,1.2959124724831894,T2D,beta_cell_enriched
GSM524163,GSE20966,0.24394996117343143,-0.4932312503037099,0.7371812114771413,T2D,beta_cell_enriched
GSM524164,GSE20966,0.11226010081455545,-0.3193864558280518,0.43164655664260726,T2D,beta_cell_enriched
GSM524165,GSE20966,0.6548787623583839,-0.7563056757721027,1.4111844381304866,T2D,beta_cell_enriched
GSM524166,GSE20966,0.49245805302739404,-0.6778068599866344,1.1702649130140284,T2D,beta_cell_enriched
GSM524167,GSE20966,-0.06505536396214993,-0.18146020524060805,0.11640484127845811,T2D,beta_cell_enriched
GSM524168,GSE20966,-0.10893503334719182,-0.1469159523567117,0.03798091900951989,T2D,beta_cell_enriched
GSM524169,GSE20966,-0.10072478114914779,-0.3303381782452662,0.2296133970961184,T2D,beta_cell_enriched
GSM524170,GSE20966,-0.05374295091914852,-0.4801017569499913,0.42635880603084275,T2D,beta_cell_enriched
